Facility Type,License Number,Entity Name,Camis Trade Name,Address Bldg,Address Street,Address Location,Address City,Address State,Address Zip Code,Telephone Number,Number of Spaces
Parking Garage,1192617,"550 WEST 25TH CAR PARK, LLC",GGMC,550,WEST   25 STREET,,NEW YORK,NY,10001,2129966363,163
Parking Garage,1192888,QUIK PARK 61ST STREET LLC,,425,EAST   61 STREET,,NEW YORK,NY,10021,2128322066,225
Parking Garage,1192895,QUIK PARK GARMENT LLC,,155,EAST   34 STREET,,NEW YORK,NY,10016,2128322066,66
Parking Garage,1192922,QUIK PARK SOUTHERN LLC,,1,NEW YORK PLAZA,,NEW YORK,NY,10004,2128322066,150
Parking Garage,1192997,QUIK PARK REGENT LLC,,38,BOWERY,30-38 BOWERY,NEW YORK,NY,10013,2128322066,140
Parking Garage,1193541,RIVER PARKING SYSTEMS CORP,,85,EAST  158 STREET,85-87 EAST 158 STREET,BRONX,NY,10451,7189939026,155
Parking Garage,1193976,RICHMAN PLAZA GARAGE CORP.,,55,RICHMAN PLAZA,,BRONX,NY,10453,5168526719,800
Parking Garage,1197635,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,50,WEST   93 STREET,,NEW YORK,NY,10025,2125025490,62
Parking Garage,1199939,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,213,EAST   43 STREET,213-15 EAST 43 STREET,NEW YORK,NY,10017,2125025490,250
Parking Garage,1206795,F. A. J. PARKING CORP.,,3795,10 AVENUE,,NEW YORK,NY,10034,2122817491,100
Parking Garage,1208122,80 JOHN GARAGE CORP,,80,JOHN STREET,,NEW YORK,NY,10038,2127367171,29
Parking Garage,1214410,MP BATTERY LLC,,325,NORTH END AVENUE,,NEW YORK,NY,10282,2124903476,55
Parking Garage,1216003,"SYLVAN GERARD GARAGE, LLC",,70-25,YELLOWSTONE BOULEVARD,,QUEENS,NY,11375,7185759440,208
Parking Garage,1216678,110 GARAGE CORP.,,110,EAST END AVENUE,,NEW YORK,NY,10028,2127367171,40
Parking Garage,1226138,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,May-17,EAST  102 STREET,,NEW YORK,NY,10029,2125025490,400
Parking Garage,1227187,SYLVAN KEW GARAGE LLC,,80-02,KEW GARDENS ROAD,,QUEENS,NY,11415,7185759440,481
Parking Garage,1232453,MARKET 15 PARKING LLC,,552-566,AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,2126869800,42
Parking Garage,1233571,8TH STREET PARKING LLC,,11,5 AVENUE,,NEW YORK,NY,10003,2126869800,113
Parking Garage,1245038,"WELCOME PARKING, LIMITED LIABILITY COMPANY",,88-06,VAN WYCK EXPRESSWAY,,JAMAICA,NY,11418,7182068022,990
Parking Garage,1246538,ULTIMATE 54 PARKING LLC,,390,PARK AVENUE,,NEW YORK,NY,10022,2126869800,149
Parking Garage,1249767,SUPREME PARKING CORP,,230,EAST   30 STREET,,NEW YORK,NY,10016,7186834976,25
Parking Garage,1250870,88TH STREET REALTY LP,,1675,YORK AVENUE,,NEW YORK,NY,10128,2125358670,136
Parking Garage,1253416,145 BRADHURST GARAGE CORP,,68,BRADHURST AVENUE,,NEW YORK,NY,10039,2127367171,63
Parking Garage,1254341,WESTSIDE 42 PARKING LLC,,350,WEST   42 STREET,,NEW YORK,NY,10036,2126869800,200
Parking Garage,1263503,LEXFORD PROPERTIES LP,,420,EAST   80 STREET,,NEW YORK,NY,10075,2123763902,28
Parking Garage,1273988,STANDARD PARKING CORPORATION,,60,EAST END AVENUE,,NEW YORK,NY,10028,2129163480,120
Parking Garage,1277045,STANDARD PARKING CORPORATION,,950,RIVER AVENUE,,BRONX,NY,10452,7185384249,"1,205"
Parking Garage,1277376,NEW A&N FOOD MARKET INC,,41-79,MAIN STREET,,QUEENS,NY,11355,7189392560,60
Parking Garage,1277537,"222 RIVERSIDE MANAGEMENT, LLC",,222,RIVERSIDE DRIVE,,NEW YORK,NY,10025,2125810535,36
Parking Garage,1281079,SYLVAN ELM GARAGE LLC,,94-11,60 AVENUE,,ELMHURST,NY,11373,7185759440,40
Parking Garage,1283007,ARH PARKING INC,,3463,3 AVENUE,,BRONX,NY,10456,7186845803,55
Parking Garage,1283472,EASTSIDE 65 PARKING LLC,,200,EAST   66 STREET,,NEW YORK,NY,10065,2126869800,255
Parking Garage,1283493,KIPS BAY 27 PARKING LLC,,236-246,EAST   27 STREET,AKA-463/79 2 AVE/239-43 E 26 ST,NEW YORK,NY,10016,2126869800,65
Parking Garage,1288781,AMPCO SYSTEM PARKING,,13,EAST   54 STREET,AKA 17 E 54 STREET,NEW YORK,NY,10022,2166216600,225
Parking Garage,1290043,STANDARD PARKING CORPORATION,,90-15,PARSONS BOULEVARD,,JAMAICA,NY,11432,212163480,499
Parking Garage,1303081,CENTRAL PARKING SYSTEM OF NEW YORK INC,,150,WEST   83 STREET,150-156 WEST 83 STREET,NEW YORK,NY,10024,2125025490,156
Parking Garage,1303884,D'ALMONTE ENTERPRISES PARKING GARAGE INC,,2080,JEROME AVENUE,,BRONX,NY,10453,3478620100,70
Parking Garage,1307068,125 CHARLES PARKING LLC,,139,CHARLES STREET,139-141 CHARLES STREET,NEW YORK,NY,10014,2033212175,5
Parking Garage,1181333,"SAVANNAH GARAGE, LLC",,250,WEST 89TH STREET,,NEW YORK,NY,10024,2128887400,52
Parking Garage,1181493,UPTOWN PARKING LLC,,201-207,EAST   63 STREET,,NEW YORK,NY,10021,2126869800,100
Parking Garage,1184264,ICE HOUSE PARKING CORP,,27,NORTH MOORE STREET,,NEW YORK,NY,10013,2129299404,76
Parking Garage,1186692,79TH STREET CORP,,450,EAST 79TH STREET,,NEW YORK,NY,10021,2128661000,25
Parking Garage,1192245,231 EAST 94 STREET PARKING LLC,,231,EAST 94TH STREET,,NEW YORK,NY,10128,2128887400,390
Parking Garage,1192275,80 EAST END GARAGE LLC.,,80,EAST END AVENUE,,NEW YORK,NY,10028,2125175709,35
Parking Garage,1192939,QUIK PARK REAL LLC,,35,PARK AVENUE,,NEW YORK,NY,10016,2128322066,47
Parking Garage,1193002,CROWNE GARAGE LLC,,1601,BROADWAY,,NEW YORK,NY,10036,2128322066,159
Parking Garage,1195420,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,77-10,41 AVENUE,,QUEENS,NY,11373,7185025490,576
Parking Garage,1199924,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,23,WEST   55 STREET,23-25,NEW YORK,NY,10019,2125025490,150
Parking Garage,1202769,CENTRAL PARKING SYSTEM OF NEW YORK INC,,200,RECTOR PLACE,,NEW YORK,NY,10280,2125025490,134
Parking Garage,1205557,DEB PARKING LLC,,300,WEST  135 STREET,,NEW YORK,NY,10030,2127143571,140
Parking Garage,1206084,KINNEY PARKING SYSTEM INC,CENTRAL PARKING SYSTEM,515,7TH AVENUE,,NEW YORK,NY,10018,2125025490,450
Parking Garage,1210861,"L&R AUTO PARKS, INC & ENTERPRISE PARKING COMPANY LLC",FIVE STAR PARKING,2500,FDR DRIVE,,NEW YORK,NY,10010,2125329682,735
Parking Garage,1212000,CENTRAL PARKING SYSTEM OF NEW YORK INC,,Jan-31,HOYT STREET,,BROOKLYN,NY,11201,7188555544,"1,480"
Parking Garage,1218108,240 RIVERSIDE PARKING LLC,,240,RIVERSIDE BOULEVARD,,NEW YORK,NY,10069,2126869800,162
Parking Garage,1222741,DL GARAGE HOLDINGS LLC,,200,EAST   61 STREET,,NEW YORK,NY,10021,2124903460,70
Parking Garage,1230569,"LAURENCE TOWERS GARAGE CO., LLC",,200,EAST   33 STREET,,NEW YORK,NY,10016,7188969600,157
Parking Garage,1234291,304060 PARKING LLC,,30,EAST    9 STREET,,NEW YORK,NY,10003,2126869800,94
Parking Garage,1234691,"QUIK PARK WEST 56 ST, LLC",,328-340,WEST   56 STREET,,NEW YORK,NY,10019,2128322066,115
Parking Garage,1234692,"PRECISE PARK ASSOCIATES, LLC",,702,GRAND CONCOURSE,,BRONX,NY,10451,2124903460,150
Parking Garage,1237770,CAPABLE CAR PARK LLC,,210,CENTRAL PARK SOUTH,,NEW YORK,NY,10019,2122216111,25
Parking Garage,1244225,PARK KWIK LLC,,110,LIVINGSTON STREET,,BROOKLYN,NY,11201,7182221926,225
Parking Garage,1245679,525-535 GARAGE CORP,,525,EAST   86 STREET,,NEW YORK,NY,10028,2127367171,40
Parking Garage,1246949,PLAZA 48 PARKING LLC,,329-341,EAST   48 STREET,,NEW YORK,NY,10017,2126869800,121
Parking Garage,1246955,UNIVERSITY 10 PARKING LLC,,63,EAST    9 STREET,,NEW YORK,NY,10003,2126869800,112
Parking Garage,1247355,"CLARITY 47 PARKING, LLC",,145,WEST   47 STREET,145-155,NEW YORK,NY,10036,2126869800,261
Parking Garage,1247739,LONG ISLAND JEWISH MEDICAL CENTER,,271-17,76 AVENUE,,NEW HYDE PARK,NY,11040,7184707764,921
Parking Garage,1247801,"WESTMINSTER CAR PARK, LLC",,165,EAST   66 STREET,,NEW YORK,NY,10021,2129966363,120
Parking Garage,1250226,HEIGHTS 183 PARKING LLC,,2479,AMSTERDAM AVENUE,,NEW YORK,NY,10033,2126869800,140
Parking Garage,1250358,"EDISON NY PARKING, LLC",,1120,AVENUE OF THE AMERICAS,,NEW YORK,NY,10036,2129979096,648
Parking Garage,1250448,"KC THIRD AVENUE PARKING, LLC",,330,3 AVENUE,,NEW YORK,NY,10010,7187880066,42
Parking Garage,1253687,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,200,CHAMBERS STREET,,NEW YORK,NY,10007,2125025490,60
Parking Garage,1257232,"QUALITY CAR PARK, LLC",,85,ADAMS STREET,,BROOKLYN,NY,11201,2122216111,79
Parking Garage,1257424,IMPERIAL PARKING (US) INC,,279,AVENUE C,,NEW YORK,NY,10009,2129378660,320
Parking Garage,1257428,IMPERIAL PARKING (U.S.) INC,,527,EAST   14 STREET,,NEW YORK,NY,10009,2129378660,320
Parking Garage,1257429,IMPERIAL PARKING (U.S.) INC,,325,AVENUE C,,NEW YORK,NY,10009,2129378660,210
Parking Garage,1257433,IMPERIAL PARKING (U.S.) INC,,251,AVENUE C,,NEW YORK,NY,10009,2129378660,580
Parking Garage,1261263,DIAMOND GARAGE INC,,284,DYCKMAN STREET,,NEW YORK,NY,10034,2123041568,100
Parking Garage,1262707,QUIK PARK BLOOM LLC,,169-175,EAST   60 STREET,AKA 166-168 E 61 ST/1010 3 AVE,NEW YORK,NY,10022,2128322066,34
Parking Garage,1266504,315 E 70 GARAGE CORP.,,315,EAST   70 STREET,,NEW YORK,NY,10021,2127367171,49
Parking Garage,1268010,WESTBURY REALTY LLC,,2020-2030,BOSTON ROAD,,BRONX,NY,10460,7185373101,375
Parking Garage,1273564,MERCURY PARKING LLC,,350,WEST   50 STREET,"AKA 393 W 49 ST, 351 W 49 ST",NEW YORK,NY,10019,2126869800,473
Parking Garage,1280337,STANDARD PARKING CORPORATION,,71,EAST  153 STREET,,BRONX,NY,10451,7182926515,"3,000"
Parking Garage,1280455,SYLVAN ELM GARAGE LLC,,94-31,59 AVENUE,,ELMHURST,NY,11373,7185759440,40
Parking Garage,1257136,"SYD PARKING, LLC.",,405,EAST   56 STREET,,NEW YORK,NY,10022,2127504274,56
Parking Garage,1257431,IMPERIAL PARKING (U.S.) INC,,528,EAST   20 STREET,,NEW YORK,NY,10009,2129378660,320
Parking Garage,1257992,"KEY PARKING MGMT, LLC",,115,EAST 9 STREET,,NEW YORK,NY,10003,2125810535,87
Parking Garage,1258491,MP 65 LLC,,1189-1199,1 AVENUE,,NEW YORK,NY,100,2124903460,69
Parking Garage,1258659,MP MANHATTAN PLAZA LLC,,401-472,WEST   42 STREET,,NEW YORK,NY,10036,2124903460,998
Parking Garage,1262257,102 BRADHURST AVE. CORP,,102,BRADHURST AVENUE,,NEW YORK,NY,10039,2127367171,41
Parking Garage,1262963,LIC OPERATING LLC,,27-28,THOMPSON AVENUE,,LONG ISLND CITY,NY,11101,7187296055,200
Parking Garage,1263704,MP UPTOWN LLC,,3333,BROADWAY,,NY,NY,10031,2124903460,360
Parking Garage,1266229,PRIME CAR PARK LLC,,941,HOE AVENUE,,BRONX,NY,10459,2122216111,106
Parking Garage,1271791,QUIK PARK WEST 55TH ST LLC,,73-77,WEST   55 STREET,,NEW YORK,NY,10019,2128322066,61
Parking Garage,1272935,RAPID MANAGEMENT CORP,,333,EAST   38 STREET,,NEW YORK,NY,10016,2128667000,146
Parking Garage,1274501,QUEENS WEST GARAGE LLC,,Apr-76,47 AVENUE,,LONG ISLND CITY,NY,11101,2127143571,828
Parking Garage,1279111,INTERNATIONAL HOUSE,,524-527,RIVERSIDE DRIVE,AKA 171 CLAREMONT AVE,NEW YORK,NY,10027,2123168400,35
Parking Garage,1280323,MP 53 LLC,,250,EAST   53 STREET,,NEW YORK,NY,10022,2124903460,28
Parking Garage,1285331,WHITEHALL TENANTS CORP.,,3333,HENRY HUDSON PARKWAY,,BRONX,NY,10463,7187963383,403
Parking Garage,1290045,STANDARD PARKING CORPORATION,,89-35,162 STREET,,JAMAICA,NY,11432,2129163480,405
Parking Garage,1300930,ALLIANCE E 69TH PARKING LLC,,301,EAST   69 STREET,,NEW YORK,NY,10021,2125810535,40
Parking Garage,1300931,"LAZ PARKING NEW YORK/NEW JERSEY, LLC",,1,FORDHAM PLAZA,,BRONX,NY,10458,2122652239,766
Parking Garage,1302964,CENTRAL PARKING SYSTEM OF NEW YORK INC,,156-08,RIVERSIDE DRIVE,,NEW YORK,NY,10032,2125025490,67
Parking Garage,1303101,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,528,WEST  162 STREET,,NEW YORK,NY,10032,2125025490,171
Parking Garage,1304957,"QUIK PARK BROOKLYN BRIDGE, LLC",,360,FURMAN STREET,,BROOKLYN,NY,11201,2128322066,312
Parking Garage,1305162,"CHELSEA CAR PARK, LLC",,160,WEST   24 STREET,,NEW YORK,NY,10011,2122216111,93
Parking Garage,1306379,PLATT PARKING LLC,,90,JOHN STREET,,NEW YORK,NY,10038,2126869800,47
Parking Garage,1306466,REALITY PARKING LLC,,900,8 AVENUE,,NEW YORK,NY,10019,2126869800,355
Parking Garage,1308597,"HOME HOSPITAL PARKING, LLC",,2621,AQUEDUCT AVENUE WEST,,BRONX,NY,10468,2126279822,100
Parking Garage,1308680,305 EAST 80TH PARKING LLC,,305,EAST   80 STREET,305-309 E 80 ST,NEW YORK,NY,10075,2126283121,233
Parking Garage,1308709,BELMONT PARKING LLC,,113-115,EAST   84 STREET,,NEW YORK,NY,10028,2122889170,125
Parking Garage,1308946,BRG CHARLES LLC,,140,CHARLES STREET,,NEW YORK,NY,10014,5164989100,20
Parking Garage,1310036,MP 17 LLC,,450,WEST   17 STREET,,NEW YORK,NY,10011,2124903460,206
Parking Garage,1310483,CENTRAL PARKING SYSTEM OF NEW YORK INC,,2,PLATT STREET,AKA217-221 PEARL STREET,NEW YORK,NY,10038,2125025490,17
Parking Garage,1310684,MP BTM LLC,,651,RIVER AVENUE,AKA 700 EXTERIOR STREET,BRONX,NY,10451,2124903460,"2,332"
Parking Garage,1311251,2000 PARKING INC.,,2000,WHITE PLAINS ROAD,,BRONX,NY,10462,7185978232,100
Parking Garage,1311252,BRADY PARKING INC.,,800,BRADY AVENUE,,BRONX,NY,10462,7185973232,100
Parking Garage,1312449,STELLMAR PARKING LLC,,30,EAST   65 STREET,,NEW YORK,NY,10065,2128798798,31
Parking Garage,1312936,"QUIK PARK 82ND STREET, LLC",,350,EAST   82 STREET,,NEW YORK,NY,10028,2128322066,53
Parking Garage,1313004,TWO FIFTH PARKING LLC,,2,5 AVENUE,,NEW YORK,NY,10011,2125338312,146
Parking Garage,1313013,WEST 122ND STREET GARAGE LLC,,532,WEST  122 STREET,,NEW YORK,NY,10027,2129611091,180
Parking Garage,1313397,PARK KWIK LLC,,20,JAY STREET,,BROOKLYN,NY,11201,7182549141,20
Parking Garage,1314513,"INWOOD NY GARAGE, LLC",,4501,BROADWAY,,NEW YORK,NY,10040,6467969466,117
Parking Garage,1316344,"HUDSON TOWER NEWCO, LLC.",,350,ALBANY STREET,,NEW YORK,NY,10280,2129453646,49
Parking Garage,1323991,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,40,WEST   57 STREET,45 WEST 56 STREET,NEW YORK,NY,10019,2125025490,140
Parking Garage,1329614,"QUIK PARK EAST 67TH STREET, LLC",,400,EAST   67 STREET,,NEW YORK,NY,10065,2128322066,142
Parking Garage,1331651,TOWER 25 PARKING LLC,,305,EAST   24 STREET,,NEW YORK,NY,10010,2126869800,146
Parking Garage,1333128,2721 NEIGHBORHOOD PARKING LOT CORP,,2721,BRONXWOOD AVENUE,,BRONX,NY,10469,3474277606,50
Parking Garage,1338636,HARL PARKING CORP.,,1481,5 AVENUE,,NEW YORK,NY,10035,2129299404,152
Parking Garage,1345530,STANDARD PARKING CORPORATION,,61-35,JUNCTION BOULEVARD,,REGO PARK,NY,11374,7188974833,"1,356"
Parking Garage,1251237,"125 VERTICAL PARKING GROUP, LLC",,123-129,BAXTER STREET,,NEW YORK,NY,10013,2129562280,68
Parking Garage,1254915,"SEELIG, MARTIN A SEELIG, HOWARD L",3300 COMPANY,3300,NETHERLAND AVENUE,,BRONX,NY,10463,4254540885,32
Parking Garage,1260274,SILVER TOWERS GARAGE LLC,,125-10,QUEENS BOULEVARD,,QUEENS,NY,11415,7187937498,400
Parking Garage,1262560,"HAPPY MEN PARKING, INC.",,1556,JEROME AVENUE,,BRONX,NY,10452,7185796823,150
Parking Garage,1263702,MAGIC PARKING LLC,,225,ST NICHOLAS AVENUE,,NEW YORK,NY,10027,2122893800,160
Parking Garage,1266227,PRIME CAR PARK LLC,,951,HOE AVENUE,,BRONX,NY,10459,2122216111,139
Parking Garage,1266254,GARDEN LOTS LLC,,125,WEST   31 STREET,,NEW YORK,NY,10001,2128322066,120
Parking Garage,1267813,3896 PARKING CORP,,3896,10 AVENUE,,NEW YORK,NY,10034,2125696508,195
Parking Garage,1272748,PEACH PARKING CORP,,346-354,WEST   40 STREET,,NEW YORK,NY,10018,9736228888,250
Parking Garage,1275681,QUIK PARK WEST 58TH LLC,,116,CENTRAL PARK SOUTH,,NEW YORK,NY,10019,2128322066,58
Parking Garage,1280325,MP JAY LLC,,100,JAY STREET,,BROOKLYN,NY,11201,2124903460,424
Parking Garage,1280462,SYLVAN ELM GARAGE LLC,,94-31,60 AVENUE,,ELMHURST,NY,11373,7185759440,40
Parking Garage,1290976,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,22,EAST    1 STREET,,NEW YORK,NY,10003,2125025490,50
Parking Garage,1291190,SYLVAN REGENCY GARAGE LLC,,132-03,SANFORD AVENUE,,FLUSHING,NY,11355,7185759440,105
Parking Garage,1291722,"COVE CAR PARK, LLC",,30-85,VERNON BOULEVARD,,LIC,NY,11102,2122216111,73
Parking Garage,1296822,"2027 EMMONS GARAGE, LLC",,2027,EMMONS AVENUE,,BROOKLYN,NY,11235,6464951661,182
Parking Garage,1298776,PARK AVENUE 39 PARKING LLC.,,90,PARK AVENUE,,NEW YORK,NY,10016,2126869800,150
Parking Garage,1299171,"FULL HOUSE PARKING, LLC",,135-11,40 ROAD,,QUEENS,NY,11354,7183534700,83
Parking Garage,1303088,CENTRAL PARKING SYSTEM OF NEW YORK INC,,215,SOUTH END AVENUE,,NEW YORK,NY,10280,2125025490,46
Parking Garage,1308491,171 EAST 84TH STREET NEWCO LLC,,167,EAST   84 STREET,,NEW YORK,NY,10028,2126284550,75
Parking Garage,1309011,ENTERPRISE 38 LLC,,453,WEST   37 STREET,,NEW YORK,NY,10018,2126270012,163
Parking Garage,1310420,216-10 NY PARKING CORP.,,4055,10 AVENUE,,NEW YORK,NY,10034,2123400315,143
Parking Garage,1310681,SBC PARKING LLG,,50-56,EAST   89 STREET,,NEW YORK,NY,10128,2128318816,153
Parking Garage,1312446,STELLMAR PARKING LLC,,27,EAST   65 STREET,,NEW YORK,NY,10065,2128798798,31
Parking Garage,1312507,"PHF ENTERPRISES, INC.",,1981,SEDGWICK AVENUE,,BRONX,NY,10453,7185831368,88
Parking Garage,1313248,QUIK PARK FG LLC,,500,EAST   62 STREET,,NEW YORK,NY,10065,2128322066,120
Parking Garage,1331482,38TH STREET GARAGE LLC,,35,EAST   38 STREET,,NEW YORK,NY,10016,2128661000,21
Parking Garage,1333376,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,58-17,JUNCTION BOULEVARD,,ELMHURST,NY,11373,2125025490,870
Parking Garage,1338540,CENTRAL PARKING SYSTEM OF NEW YORK INC,,587-89,AVENUE OF THE AMERICAS,,NEW YORK,NY,10011,2125025490,42
Parking Garage,1341899,CHAMPION PARK 85 LLC,,234,EAST   85 STREET,,NEW YORK,NY,10028,2123085959,280
Parking Garage,1342356,"SESSANTA PARKINGB CO, LLC",,229,WEST   60 STREET,,NEW YORK,NY,10023,7188969600,200
Parking Garage,1343233,M&N GROUP PAKING INC.,,407,EAST  157 STREET,,BRONX,NY,10451,7182929302,60
Parking Garage,1343452,"ST NICHOLAS PARKING MGMT, LLC",,673,ST NICHOLAS AVENUE,,NEW YORK,NY,10030,2122341217,180
Parking Garage,1343912,PHOENIX REALTY GROUP LLC,,41-02,QUEENS BOULEVARD,C2,SUNNYSIDE,NY,11104,3472423710,29
Parking Garage,1347469,STANDARD PARKING CORPORATION,,200,WEST   79 STREET,,NEW YORK,NY,10024,2129163491,95
Parking Garage,1351985,CHAMPION PARKING 76 ST LLC.,,205,WEST 76 STREET,,NEW YORK,NY,10023,2123085959,58
Parking Garage,1357137,FRIEND 54 MANAGEMENT LLC,,234-240,E 54 STREET,,NEW YORK,NY,10022,2126869800,188
Parking Garage,1360546,ATLANTIC PARKING MGMT LLC,,238,ATLANTIC AVE,,BROOKLYN,NY,11201,2127957275,130
Parking Lot,366728,STANLEY MAURER & LAURIE MAURER,176-8 COURT PARKING ASSOC,176-178,COURT STREET,,BROOKLYN,NY,11201,7186245226,16
Parking Lot,369661,CIRCLE LINE SIGHTSEEING YACHTS INC,,0,12 AVENUE,WEST   42 STREET,NEW YORK,NY,10036,2126308810,160
Parking Lot,369751,CORNELL UNIVERSITY MEDICAL COLLEGE,,404-430,EAST   70 STREET,,NEW YORK,NY,10021,2127466080,180
Parking Lot,800582,"SIRULNICK, JOSEPH & SANFORD",SEMINOLE REALTY CO,72-38,113 STREET,,FOREST HILLS,NY,11375,5163747000,31
Parking Lot,882717,PARK RIGHT CORP,,600,11 AVENUE,BTW 44 ST & 45 ST,NEW YORK,NY,10036,2124597003,350
Parking Lot,892932,W. 26 ST. PARKING CORP.,,279-283,10 AVENUE,,NEW YORK,NY,10001,2126432062,160
Parking Lot,894142,KINGSBRIDGE PARKING CORPORATION,,2686,JEROME AVENUE,1ST FLOOR,BRONX,NY,10468,7183641819,57
Parking Garage,1323851,MIDTOWN AUTO CARE SERVICE INC,,413,WEST 45 STREET,,NEW YORK,NY,10036,2127378850,100
Parking Garage,1326466,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,304-6,WEST   49 STREET,,NEW YORK,NY,10019,2125025490,205
Parking Garage,1326545,QUIK PARK BPC LLC,,70,LITTLE WEST STREET,,NEW YORK,NY,10004,2128322066,100
Parking Garage,1328826,"556 STATE STREET ,LLC",,556,STATE STREET,,BROOKLYN,NY,11217,7182374087,25
Parking Garage,1330557,QUIK PARK EAST 87 LLC,,501,EAST   87 STREET,,NEW YORK,NY,10128,2128322066,66
Parking Garage,1335085,NASSAU ST. GARAGE CORP.,,150,NASSAU STREET,A/K/A/ SPRUCE STREET,NEW YORK,NY,10038,2122435900,25
Parking Garage,1338875,MANHATTAN PARKING - GOLD CORP,,220,EAST   54 STREET,,NEW YORK,NY,10022,2124903460,30
Parking Garage,1339065,MANHATTAN PARKING E 35 ST CORP,,246,EAST   35 STREET,,NEW YORK,NY,10016,2124903460,25
Parking Garage,1342832,KIDS PARKING CORP,,105,DUANE STREET,,NEW YORK,NY,10007,2124903460,72
Parking Garage,1346431,"PARK ON BROADWAY, INC.",,250,WEST   43 STREET,,NY,NY,10036,7186109192,50
Parking Garage,1346593,ENTERPRISE 38 LLC,,505,WEST   37 STREET,,NEW YORK,NY,10018,2125648123,289
Parking Garage,1347585,REX PARKING CORP,,532,WEST   53 STREET,,NEW YORK,NY,10019,2127571343,78
Parking Garage,1351758,STANDARD PARKING CORPORATION,,10460,QUEENS BLVD,,FOREST HILLS,NY,11375,7188971220,176
Parking Garage,1356253,EAST 124 GARAGE CORP.,,245,EAST  124 STREET,,NEW YORK,NY,10035,2127367171,135
Parking Garage,1360070,WELCOME PARKING LIMITED LIABILITY COMPANY,,128,W 42ND ST,,NEW YORK,NY,10036,2016807129,14
Parking Garage,1361354,EAST 61ST STREET PARKING GARAGE CORP,,150,E 61TH ST,,NEW YORK,NY,10021,2127367171,69
Parking Lot,365559,"BARDOUILLE, LILLIE",M & V PARKING,2702 2716,PITKIN AVENUE,,BROOKLYN,NY,11208,7188277662,90
Parking Lot,366200,"ATTARA, PATRICIA &  ATTARA, THERESA",,165,PACIFIC STREET,-167 PACIFIC ST,BROOKLYN,NY,11201,7188753312,30
Parking Lot,366601,"TRACHTMAN, WILLIAM",,152,INDIA STREET,,BROOKLYN,NY,11222,7184499472,20
Parking Lot,368585,MEMORIAL SLOAN KETTERING CANCER,,430,EAST   67 STREET,,NEW YORK,NY,10065,2125397711,176
Parking Lot,428456,EDISON 9TH AVE PARKING CORP,,401,9TH AVE,401 - 409,NEW YORK,NY,10001,2016432088,115
Parking Lot,429693,SEVENTEEN STREET PARKING CORP,,7,WEST   17 STREET,9,NEW YORK,NY,10011,2122493344,25
Parking Lot,469518,ATRIUM PARKING LLC,,155-167,WEST   36 STREET,AKA 481-489 7 AVENUE,NEW YORK,NY,10018,2126869800,149
Parking Lot,469630,395 PARKING CORP,,395,BROOME STREET,,NEW YORK,NY,10013,2126438631,85
Parking Lot,808036,WHITE MEMORIAL CHAPEL'S INC,,519,CLINTON AVENUE,,BKLYN,NY,11238,7187833737,30
Parking Lot,816312,T R PARKING STATION INC,,31-73,31 STREET,,ASTORIA,NY,11106,7187213032,175
Parking Lot,832169,"SIRULNICK, SANFORD &SIRULNICK, JOSEPH",EMINOLE REALTY CO,69-81,108 STREET,,FOREST HILLS,NY,11375,5163747000,13
Parking Lot,889631,TRIPLE P PARKING LOT LTD,,2232,NOSTRAND AVENUE,,BROOKLYN,NY,11210,7188595778,200
Parking Lot,896444,RELIABLE PARKING CORP,,585,EAST  169 STREET,,BRONX,NY,10456,2127536116,240
Parking Lot,920084,514 WEST CORP,,510,WEST   23 STREET,510-512 W 23 ST,NEW YORK,NY,10011,2126432062,81
Parking Lot,922831,J&D SERVICES INC,,430,WESTCHESTER AVENUE,430-434 WESTCHESTER AVE,BRONX,NY,10455,7185478463,74
Parking Lot,924211,CHINATOWN PARKING CORP,,88,WALKER STREET,,NEW YORK,NY,10013,2122748302,35
Parking Lot,924435,ALBRO PARKING CORP,,146-148,WOOSTER STREET,,NEW YORK,NY,10012,2124732660,38
Parking Lot,950394,RM PROPERTY MANAGEMENT INC,,3120,HEATH AVENUE,,BRONX,NY,10463,7189333149,50
Parking Lot,955802,VANDAM PARKING INC,,47-11,VAN DAM STREET,,LONG ISLAND CTY,NY,11101,7184330623,47
Parking Lot,962013,CENTRAL PARKING SYSTEM OF NEW YORK INC,,1241-1251,BROADWAY,,NEW YORK,NY,10001,2126296602,80
Parking Lot,962316,"MULZAC, JOHN I",HALSEY PARKING LOT,625,HALSEY STREET,621-625,BROOKLYN,NY,11233,7184434433,30
